,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150,C151,C152,C153,C154,C155,C156,C157,C158,C159,C160,C161,C162,C163,C164,C165,C166,C167,STATUS
T358,0,9.628,0,99.623,0,8.278,118.927,598.086,0,603.855,0,8.114,612.293,7.623,0,99.426,0,8.077,116.202,597.49,0,597.953,0,8.031,605.147,22.688,24,23.813,23.125,24.438,24.438,1.058,37.075,1995,36.017,1930.97,1930,1995,-16.868,0.727,28.008,0.175,5.399,-35.538,-32.247,47.486,41.501,1935,37.454,4.823,135.076,31,8.44,8.2,47.504,41.766,1935,37.431,4.812,134.768,32.875,-33.837,-29.696,47.497,42.896,1962.5,37.671,4.677,130.995,34.875,8.44,8.2,47.506,42.543,1962.5,37.598,4.726,132.375,36.438,-32.096,-28.407,47.5,44.211,1990,38.218,4.541,127.185,37.875,8.12,7.96,47.507,43.922,1990,38.158,4.578,128.238,39.063,0.561,38.929,2195.5,38.367,2119.45,2110,2200,-17.745,0.71,28.008,0.175,5.399,-34.811,-31.671,47.487,40.797,2115,39.811,4.907,137.429,35.625,8.96,8.64,47.487,40.892,2115,39.783,4.895,137.095,37.25,-34.787,-31.141,47.503,42.164,2155,39.952,4.765,133.455,39.5,8.76,8.48,47.503,41.954,2155,39.886,4.789,134.126,40.625,-35.152,-32.791,47.502,42.943,2195,39.667,4.678,131.021,42.5,8.28,8.04,47.505,42.868,2195,39.618,4.689,131.34,43.688,0,28.008,0.169,5.399,PASS
T359,0,0.878,0,100.067,0,8.284,109.433,598.123,0,601.686,0,8.107,610.113,0.824,0,99.376,0,8.05,108.5,594.255,0,602.346,0,8.019,611.36,23.688,24,23.75,23.25,24.313,24.625,0.77,39.006,1995,38.236,1930,1930,1995,-14.651,0.707,28.008,0.175,5.399,-40.722,-39.145,47.497,42.269,1935,38.92,4.747,132.951,28.688,8.44,8.16,47.488,42.433,1935,38.91,4.719,132.159,30.063,-38.79,-33.974,47.504,43.15,1962.5,39.149,4.658,130.457,32.125,8.4,8.16,47.5,42.769,1962.5,39.077,4.695,131.492,33.625,-34.806,-30.982,47.492,44.17,1990,39.746,4.537,127.08,35.125,8,7.8,47.498,43.87,1990,39.684,4.575,128.132,36.313,0.477,40.167,2192.8,39.69,2120.35,2110,2200,-15.965,0.699,28.008,0.175,5.399,-37.209,-33.508,47.492,42.072,2115,40.936,4.763,133.407,33.75,8.64,8.32,47.502,42.072,2115,40.902,4.774,133.717,35.25,-38.575,-34.112,47.508,42.47,2155,40.925,4.737,132.665,37.563,8.24,8.04,47.492,41.954,2155,40.809,4.777,133.798,38.813,-37.151,-36.425,47.497,44.393,2195,40.524,4.52,126.588,40.25,7.64,7.44,47.497,44.086,2195,40.451,4.551,127.47,41.188,0,28.008,0.169,5.399,PASS
T360,0,1.229,0,99.404,0,8.259,109.26,598.706,0,601.744,0,8.092,610.183,1.213,0,100.469,0,8.022,110.267,599.646,0,603.121,0,8.016,611.554,22.625,22.875,23.375,22.938,23.563,24.063,1.513,39.224,1995,37.711,1930,1930,1995,-15.006,0.707,28.008,0.176,5.399,-40.279,-37.486,47.508,42.242,1935,38.522,4.762,133.367,29.5,8.48,8.2,47.493,42.204,1935,38.507,4.75,133.034,31,-39.603,-34.409,47.495,43.163,1962.5,39.009,4.646,130.129,32.813,8.44,8.2,47.49,42.997,1962.5,38.952,4.659,130.492,34.5,-37.151,-32.378,47.485,43.772,1990,39.829,4.571,128.04,35.938,8.08,7.88,47.503,44.323,1990,39.828,4.533,126.966,37.188,0.674,40.158,2192.8,39.484,2116.3,2110,2200,-16.76,0.701,28.008,0.176,5.399,-38.417,-38.646,47.499,41.08,2115,40.38,4.887,136.87,35,8.6,8.28,47.511,41.029,2115,40.304,4.906,137.402,37.063,-41.539,-38.233,47.486,40.896,2155,40.612,4.893,137.053,39.313,8.6,8.28,47.507,40.758,2155,40.509,4.934,138.196,40.813,-39.506,-39.886,47.494,41.623,2195,40.368,4.817,134.931,42.625,8.32,8,47.49,41.631,2195,40.307,4.811,134.764,43.75,0,28.008,0.171,5.399,PASS
T361,0,6.997,0,99.931,0,8.266,116.306,598.989,0,598.405,0,8.068,606.738,6.569,0,99.702,0,8.05,115.476,606.372,0,598.256,0,8.086,606.573,23.188,22.625,23.438,23.25,23.813,23.313,1.066,38.125,1995,37.058,1930,1930,1995,-15.356,0.717,28.008,0.177,5.399,-35.946,-31.759,47.508,42.724,1935,38.337,4.708,131.878,29.688,8.48,8.24,47.503,42.849,1935,38.3,4.689,131.33,31.25,-33.322,-29.148,47.502,43.609,1962.5,38.496,4.606,129.016,34.063,8.32,8.12,47.502,43.538,1962.5,38.425,4.613,129.207,35.625,-29.993,-27.089,47.505,44.961,1990,39.112,4.47,125.214,36.875,7.84,7.68,47.496,44.566,1990,39.04,4.501,126.071,38.063,0.214,39.206,2191,38.992,2119.45,2110,2200,-16.72,0.705,28.008,0.176,5.399,-31.992,-28.991,47.495,40.886,2115,40.676,4.905,137.38,33.625,8.96,8.72,47.5,40.708,2115,40.63,4.932,138.141,35,-31.611,-28.654,47.492,41.5,2155,40.576,4.829,135.252,37.688,8.4,8.24,47.485,41.3,2155,40.47,4.845,135.697,39.063,-34.112,-30.929,47.511,43.576,2195,40.039,4.619,129.366,40.875,7.68,7.56,47.499,43.324,2195,39.953,4.633,129.773,42.125,0,28.008,0.171,5.399,PASS
T362,0,0.484,1200,100.471,1638,8.293,109.515,597.703,742,598.033,2202,8.077,606.414,0.643,1200,100.527,1627,8.062,109.488,605.358,769,602.657,2217,8.062,610.497,23.313,23.063,23.375,23.938,24.563,24.5,2.002,39.411,1995,37.409,1930,1930,1995,-14.835,0.696,28.006,0.17,5.4,-38.121,-35.107,47.498,41.915,1935,38.782,4.788,134.107,28.875,8.52,8.2,47.507,41.637,1935,38.757,4.83,135.283,30.313,-36.561,-32.451,47.506,42.102,1962.5,39.76,4.775,133.746,32,8.4,8.16,47.5,41.769,1962.5,39.711,4.807,134.618,33.5,-33.005,-29.609,47.512,42.564,1990,40.46,4.73,132.472,35.188,8.08,7.92,47.498,42.358,1990,40.412,4.738,132.695,36.375,0.44,40.498,2158.6,40.058,2110,2110,2200,-17.003,0.691,28.006,0.17,5.4,-38.169,-39.919,47.498,38.499,2115,40.733,5.213,145.987,33.563,8.4,8.08,47.497,38.573,2115,40.693,5.202,145.703,35.25,-38.343,-40.252,47.5,38.754,2155,40.904,5.181,145.11,37.563,8.6,8.28,47.509,38.366,2155,40.817,5.244,146.87,39.125,-32.584,-33.332,47.494,38.975,2195,40.313,5.144,144.081,41,8.48,8.2,47.506,38.892,2195,40.274,5.17,144.783,42.188,0,28.005,0.163,5.4,PASS
T363,0,1.02,0,100.123,0,8.25,109.529,593.69,0,602.81,0,8.048,611.349,0.531,0,100.564,0,7.99,109.357,598.124,0,602.2,0,8.029,610.513,23.188,22.563,22.938,23.313,24.188,24.188,1.025,38.611,1993.7,37.585,1932.6,1930,1995,-13.19,0.691,28.006,0.177,5.401,-37.013,-32.64,47.498,42.734,1935,38.567,4.697,131.538,29,8.6,8.32,47.493,42.826,1935,38.527,4.681,131.095,30.438,-34.973,-30.77,47.513,43.094,1962.5,39.05,4.673,130.886,32.563,8.48,8.24,47.495,42.713,1962.5,38.984,4.695,131.498,33.938,-31.75,-27.973,47.496,43.58,1990,39.516,4.603,128.925,35.625,8.12,7.92,47.5,43.125,1990,39.427,4.656,130.397,36.875,0.471,39.418,2198.65,38.947,2140.15,2110,2200,-14.639,0.682,28.006,0.177,5.4,-39.764,-37.17,47.511,41.588,2115,39.841,4.84,135.555,34.25,8.44,8.12,47.494,41.484,2115,39.78,4.833,135.366,35.813,-40.845,-36.275,47.506,42.088,2155,40.08,4.777,133.792,37.75,8.4,8.12,47.498,41.604,2155,39.951,4.824,135.102,39.125,-40.587,-41.703,47.5,43.855,2195,39.706,4.578,128.228,40.563,8,7.76,47.492,43.357,2195,39.617,4.623,129.465,41.625,0,28.006,0.171,5.401,PASS
T364,0,10.265,0,99.797,0,8.322,119.939,600.687,0,598.387,0,8.008,606.709,9.088,0,99.461,0,8.038,118.019,604.313,0,602.913,0,7.99,611.343,22.5,23.063,21.813,21.813,23.188,23.375,0.923,37.709,1993.38,36.786,1930,1930,1995,-15.506,0.706,28.006,0.173,5.4,-37.529,-33.687,47.493,40.642,1935,38.147,4.933,138.156,29.5,8.44,8.16,47.507,40.439,1935,38.093,4.974,139.296,31.313,-36.276,-32.158,47.507,40.197,1962.5,38.56,5.003,140.122,33.5,8.44,8.16,47.493,40.152,1962.5,38.497,4.992,139.812,35,-33.742,-29.123,47.492,41.029,1990,38.919,4.885,136.801,36.938,8.2,8.04,47.503,40.678,1990,38.84,4.939,138.336,38.063,0.456,38.582,2199.55,38.126,2143.75,2110,2200,-16.73,0.697,28.006,0.173,5.401,-32.876,-30.907,47.487,39.87,2115,39.838,5.02,140.606,34.313,9,8.72,47.501,39.89,2115,39.817,5.034,140.996,35.813,-31.256,-28.673,47.499,40.343,2155,39.78,4.975,139.346,38.125,8.56,8.36,47.504,39.98,2155,39.685,5.027,140.782,39.5,-34.446,-31.323,47.503,42.465,2195,39.528,4.732,132.524,41.125,8,7.8,47.491,42.234,2195,39.462,4.744,132.874,42.125,0,28.006,0.167,5.401,PASS
T365,0,6.144,0,99.429,0,8.235,114.737,598.538,0,598.592,0,8.048,606.893,4.324,0,100.374,0,8.026,113.581,597.391,0,602.94,0,8.026,611.21,22.813,23.188,23.375,23.563,23.938,23.688,0.675,37.324,1995,36.648,1930,1930,1995,-15.549,0.696,28.006,0.169,5.401,-34.077,-31.083,47.486,41.071,1935,38.033,4.873,136.489,29.875,8.68,8.44,47.499,40.961,1935,37.959,4.9,137.247,31.5,-33.511,-30.24,47.496,40.892,1962.5,38.214,4.906,137.396,33.75,8.6,8.36,47.51,40.38,1962.5,38.096,4.984,139.579,35.313,-32.669,-28.949,47.486,41.483,1990,38.448,4.825,135.124,36.938,8.44,8.24,47.507,41.27,1990,38.368,4.873,136.465,38.125,0.856,38.83,2198.2,37.973,2125.3,2110,2200,-15.952,0.695,28.006,0.169,5.401,-35.342,-35.485,47.498,39.863,2115,39.014,5.034,140.992,34.563,8.76,8.48,47.506,39.959,2115,38.964,5.032,140.918,36,-33.934,-33.115,47.502,40.224,2155,39.163,4.994,139.856,38.188,8.72,8.44,47.504,40.162,2155,39.09,5.004,140.143,39.688,-32.644,-32.8,47.501,41.729,2195,39.044,4.813,134.795,41.5,8.4,8.16,47.491,41.753,2195,38.996,4.799,134.401,42.563,0,28.006,0.16,5.401,PASS
T366,0,6.061,0,99.955,0,8.256,115.342,601.011,0,598.059,0,8.132,605.908,5.002,0,99.991,0,8.065,114.004,599.679,0,603.867,0,8.031,612.299,23.313,22.938,24,23.563,23.125,23.25,0.788,37.647,1994.68,36.859,1948.2,1930,1995,-13.881,0.712,28.008,0.172,5.399,-35.169,-32.885,47.504,40.191,1935,38.087,5,140.032,29.188,8.68,8.4,47.511,40.262,1935,38.069,5,140.041,30.875,-33.176,-30.117,47.493,40.979,1962.5,38.276,4.891,137.002,33.063,8.72,8.44,47.501,40.994,1962.5,38.218,4.899,137.217,34.5,-32.968,-29.676,47.507,42.109,1990,38.703,4.775,133.75,36.375,8.48,8.24,47.504,42.388,1990,38.71,4.741,132.78,37.75,1.618,40.54,2192.8,38.922,2110,2110,2200,-14.421,0.711,28.008,0.172,5.399,-35.958,-34.561,47.49,41.999,2115,39.934,4.769,133.573,34.313,8.84,8.56,47.493,41.907,2115,39.894,4.783,133.969,35.813,-34.725,-32.499,47.494,42.474,2155,40.758,4.721,132.226,37.938,8.56,8.36,47.499,41.93,2155,40.641,4.787,134.081,39.313,-33.249,-32.823,47.513,43.362,2195,40.782,4.644,130.068,41.625,8.16,7.96,47.507,43.274,2195,40.724,4.647,130.153,42.75,0,28.008,0.166,5.399,PASS
T367,0,6.541,0,99.472,0,8.275,115.454,600.749,0,601.975,0,8.123,610.536,3.223,0,100.277,0,8.053,112.198,599.549,0,598.187,0,8.044,606.583,22.188,21.75,22.5,22.75,23.125,23.188,0.523,37.294,1995,36.771,1963.8,1930,1995,-14.599,0.716,28.008,0.174,5.399,-35.029,-32.006,47.492,40.505,1935,38.409,4.947,138.574,29.813,8.76,8.48,47.487,40.362,1935,38.362,4.959,138.906,31.625,-32.516,-29.022,47.502,41.477,1962.5,38.297,4.843,135.64,34.125,8.72,8.44,47.514,41.131,1962.5,38.227,4.897,137.16,35.813,-30.949,-27.651,47.485,42.403,1990,38.646,4.719,132.173,37.813,8.36,8.16,47.494,42.693,1990,38.623,4.696,131.53,39,0.861,39.731,2195.5,38.871,2119.45,2110,2200,-16.29,0.702,28.008,0.174,5.399,-33.392,-34.774,47.515,41.818,2115,39.465,4.817,134.929,34.75,8.6,8.28,47.5,41.731,2115,39.424,4.811,134.758,36.5,-36.744,-38.028,47.497,42.291,2155,39.746,4.745,132.889,38.813,8.72,8.36,47.498,41.961,2155,39.667,4.782,133.94,40.25,-34.008,-36.344,47.509,42.656,2195,39.789,4.716,132.097,42,8.44,8.12,47.498,42.554,2195,39.736,4.716,132.092,43.188,0,28.008,0.169,5.399,PASS
T368,0,7.871,0,99.849,0,8.174,117.231,600.184,0,601.378,0,8.032,609.861,7.662,0,99.411,0,8.048,116.24,604.039,0,601.78,0,7.99,609.378,24,23.375,22.813,22.875,23.75,23.75,0.757,37.984,1993.38,37.228,1930,1930,1995,-14.269,0.706,28.006,0.169,5.401,-37.413,-33.168,47.493,42.812,1935,38.361,4.683,131.15,29.375,8.44,8.2,47.494,42.691,1935,38.316,4.697,131.538,30.938,-37.283,-32.457,47.501,42.76,1962.5,38.597,4.697,131.55,33,8.32,8.12,47.497,42.959,1962.5,38.558,4.671,130.819,34.438,-35.117,-30.596,47.507,43.589,1990,38.829,4.614,129.211,35.938,8.04,7.88,47.514,43.677,1990,38.794,4.612,129.173,36.875,0.554,39.413,2198.2,38.859,2110,2110,2200,-15.576,0.701,28.006,0.171,5.4,-33.832,-31.736,47.502,41.531,2115,40.182,4.837,135.457,34.063,8.92,8.68,47.511,41.557,2115,40.146,4.844,135.668,35.375,-33.347,-30.714,47.499,42.159,2155,40.306,4.762,133.363,37.563,8.48,8.28,47.504,41.797,2155,40.211,4.808,134.67,38.813,-36.911,-34.391,47.509,43.979,2195,39.973,4.575,128.145,40.188,7.88,7.72,47.5,43.779,2195,39.906,4.587,128.456,41,0,28.006,0.164,5.401,PASS
T369,0,0.739,1200,100.606,1621,8.312,109.804,598.514,710,601.277,2189,8.123,609.673,0.966,1200,100.498,1605,8.058,109.822,597.209,793,601.625,2147,8.04,610.074,24.313,24.813,24.313,23.5,24.563,24.938,1.675,40.286,1994.35,38.611,1930,1930,1995,-14.24,0.712,28.011,0.165,5.403,-37.363,-35.356,47.498,42.49,1935,39.37,4.723,132.298,29.688,8.16,7.88,47.495,42.713,1935,39.317,4.694,131.502,31.25,-35.264,-32.656,47.491,42.471,1962.5,39.991,4.717,132.135,32.938,8.08,7.8,47.489,42.203,1962.5,39.892,4.745,132.915,34.5,-32.082,-30.542,47.496,42.422,1990,40.417,4.728,132.449,36.125,7.84,7.6,47.494,42.109,1990,40.319,4.761,133.353,37.563,0.984,41.26,2183.8,40.276,2110,2110,2200,-15.908,0.702,28.011,0.165,5.402,-36.319,-38.858,47.491,39.429,2115,40.566,5.08,142.313,34.938,8.24,7.92,47.492,39.417,2115,40.487,5.084,142.408,36.5,-38.498,-43.353,47.49,39.934,2155,41.165,5.015,140.488,38.75,8.32,8.04,47.498,39.597,2155,41.03,5.067,141.941,40.375,-33.259,-35.384,47.497,39.632,2195,40.82,5.061,141.781,42.063,8.2,7.88,47.496,39.284,2195,40.682,5.106,143.025,43.375,0,28.011,0.159,5.402,PASS
T370,0,7.131,0,99.916,0,8.259,116.473,607.5,0,600.996,0,8.083,609.459,4.79,0,100.408,0,8.028,114.329,597.776,0,603.757,0,8.004,612.172,23.375,23.375,23.563,24,24.938,24.938,1.181,38.518,1995,37.337,1930,1930,1995,-15.357,0.717,28.008,0.175,5.399,-37.583,-33.447,47.498,42.581,1935,38.466,4.712,131.992,30.188,8.52,8.24,47.503,42.52,1935,38.417,4.725,132.33,31.875,-35.375,-30.701,47.507,43.474,1962.5,38.799,4.626,129.561,33.813,8.4,8.2,47.499,43.125,1962.5,38.724,4.654,130.355,35.375,-31.882,-28.48,47.487,44.582,1990,39.41,4.49,125.761,37.188,7.96,7.8,47.49,44.765,1990,39.367,4.475,125.339,38.438,0.358,39.724,2192.8,39.366,2116.3,2110,2200,-16.052,0.711,28.008,0.175,5.399,-36.844,-35.233,47.494,42.516,2115,40.256,4.716,132.083,34.813,8.8,8.48,47.496,41.696,2115,40.137,4.811,134.745,36.188,-36.905,-33.016,47.503,42.497,2155,40.258,4.728,132.414,38.938,8.6,8.36,47.505,42.124,2155,40.16,4.771,133.639,40.188,-36.768,-35.325,47.514,43.823,2195,39.95,4.596,128.722,41.813,8.08,7.88,47.502,43.561,2195,39.886,4.611,129.158,42.875,0,28.008,0.17,5.399,PASS
T371,0,4.788,0,100.247,0,8.232,114.052,597.542,0,603.58,0,8.035,611.95,5.259,0,100.655,0,7.981,114.979,596.31,0,598.577,0,8.011,606.836,23.313,22.5,23.375,23,23.875,23.625,0.976,38.101,1995,37.125,1930,1930,1995,-15.099,0.699,28.006,0.177,5.4,-38.442,-33.379,47.502,43.507,1935,38.334,4.617,129.316,30.313,8.44,8.2,47.499,43.204,1935,38.269,4.646,130.124,31.938,-37.072,-31.911,47.493,43.279,1962.5,38.656,4.632,129.736,33.875,8.24,8.04,47.506,43.103,1962.5,38.591,4.664,130.629,35.125,-32.98,-28.754,47.507,44.038,1990,39.141,4.566,127.888,36.688,7.92,7.76,47.505,43.621,1990,39.057,4.609,129.073,37.938,0.275,38.263,2196.85,37.988,2142.4,2110,2200,-16.89,0.686,28.006,0.176,5.401,-35.914,-36.305,47.513,41.388,2115,39.06,4.866,136.279,34.313,8.68,8.36,47.504,41.314,2115,39.026,4.864,136.232,35.688,-36.501,-36.222,47.498,41.737,2155,39.092,4.809,134.677,37.813,8.6,8.28,47.495,41.309,2155,38.988,4.855,135.974,39.188,-33.125,-34.441,47.489,42.834,2195,38.65,4.676,130.953,40.875,8.2,7.96,47.491,42.667,2195,38.576,4.696,131.518,41.938,0,28.006,0.171,5.401,PASS
T372,0,3.549,0,100.134,0,8.266,112.55,599.567,0,597.907,0,8.074,606.303,4.428,0,99.541,0,8.05,113.04,599.85,0,603.359,0,8.034,611.706,25.125,24.5,24.625,25.438,26.063,25.938,0.771,37.284,1995,36.513,1930.97,1930,1995,-15.452,0.706,28.009,0.174,5.399,-37.012,-34.263,47.487,40.443,1935,37.603,4.949,138.621,30.813,8.52,8.28,47.506,40.525,1935,37.59,4.962,138.968,32.375,-34.545,-31.087,47.503,41.256,1962.5,37.797,4.87,136.413,34.938,8.6,8.36,47.491,40.943,1962.5,37.729,4.894,137.064,36.5,-33.531,-29.343,47.494,42.341,1990,38.369,4.735,132.621,38.563,8.32,8.12,47.509,42.119,1990,38.316,4.776,133.775,39.938,0.457,39.127,2195.5,38.67,2119.45,2110,2200,-15.859,0.704,28.009,0.174,5.399,-34.861,-36.219,47.514,41.38,2115,39.57,4.868,136.336,35.813,8.64,8.32,47.504,41.184,2115,39.531,4.879,136.66,37.25,-35.933,-35.359,47.499,40.885,2155,39.629,4.91,137.52,39.625,8.68,8.4,47.5,40.939,2155,39.563,4.905,137.372,41.125,-34.514,-35.065,47.501,41.863,2195,39.45,4.797,134.351,42.813,8.32,8.08,47.502,41.749,2195,39.395,4.811,134.752,44.063,0,28.008,0.168,5.399,PASS
T373,0,1.473,1200,100.191,1569,8.282,110.266,600.544,704,602.744,2177,8.101,611.173,0.682,1200,100.29,1622,8.062,109.082,599.892,777,602.615,2213,8.074,611.014,21.563,22,22.563,22.063,23.375,23.75,1.361,38.541,1995,37.18,1934.875,1930,1995,-13.794,0.701,28.007,0.176,5.401,-38.23,-35.169,47.51,41.847,1935,38.429,4.809,134.704,28.438,8.56,8.28,47.5,41.573,1935,38.381,4.829,135.262,30,-35.91,-30.887,47.498,41.724,1962.5,38.967,4.81,134.711,31.813,8.36,8.16,47.512,41.472,1962.5,38.92,4.855,135.979,33.5,-33.154,-28.77,47.492,42.813,1990,39.525,4.681,131.094,35.25,8.04,7.88,47.497,42.888,1990,39.469,4.678,131.031,36.5,0.445,39.44,2187.4,38.995,2124.4,2110,2200,-15.013,0.695,28.007,0.176,5.401,-38.256,-36.743,47.487,37.365,2115,40.316,5.358,150.063,33.563,8.72,8.4,47.493,37.328,2115,40.256,5.37,150.409,35.063,-34.769,-32.923,47.502,38.13,2155,40.467,5.267,147.532,37.25,8.56,8.28,47.501,37.783,2155,40.346,5.315,148.876,38.688,-33.775,-32.908,47.495,38.712,2195,39.943,5.181,145.107,40.875,8.28,8,47.507,38.753,2195,39.869,5.189,145.336,41.938,0,28.007,0.17,5.401,PASS
T374,0,1.063,0,100.28,0,8.277,109.774,605.107,0,597.726,0,8.075,606.135,1.537,0,100.449,0,8.002,110.535,603.707,0,602.1,0,8.045,610.428,22.938,23.625,23.375,22.688,24.313,23.875,1.07,38.791,1995,37.72,1930,1930,1995,-14.305,0.686,28.006,0.177,5.401,-39.601,-37.896,47.511,41.895,1935,38.549,4.804,134.556,30.5,8.44,8.2,47.503,41.821,1935,38.511,4.805,134.564,32.375,-38.369,-34.856,47.51,41.262,1962.5,39.094,4.877,136.583,34.125,8.44,8.16,47.497,41.138,1962.5,39.018,4.877,136.588,35.75,-35.988,-31.584,47.486,41.504,1990,39.539,4.822,135.047,37.438,8.28,8.08,47.507,41.713,1990,39.522,4.821,135.03,38.75,0.821,39.715,2198.2,38.894,2110,2110,2200,-16.081,0.681,28.006,0.177,5.401,-38.708,-37.26,47.512,40.7,2115,39.881,4.948,138.566,35.188,8.68,8.36,47.502,41.118,2115,39.871,4.885,136.822,36.563,-39.794,-36.988,47.505,41.351,2155,40.123,4.861,136.14,39.25,8.6,8.32,47.492,40.895,2155,40.01,4.901,137.254,40.75,-36.595,-38.884,47.493,42.867,2195,39.867,4.676,130.96,42.188,8.2,7.96,47.502,42.417,2195,39.754,4.736,132.631,43.313,0,28.006,0.171,5.401,PASS
T375,0,3.592,0,100.437,0,8.25,113.107,605.215,0,601.521,0,8.096,609.879,3.71,0,99.486,0,7.984,111.935,604.389,0,601.566,0,8.038,609.81,23.188,22.625,23.563,23.688,23.813,23.938,0.915,37.182,1993.38,36.267,1930,1930,1995,-14.713,0.695,28.006,0.175,5.401,-37.768,-34.324,47.501,40.731,1935,37.527,4.93,138.084,30,8.56,8.32,47.505,40.482,1935,37.471,4.965,139.067,31.875,-35.747,-32.023,47.498,40.388,1962.5,37.971,4.969,139.168,34.125,8.56,8.32,47.486,40.141,1962.5,37.9,4.986,139.642,35.688,-33.939,-29.511,47.495,41.282,1990,38.341,4.859,136.075,37.313,8.36,8.16,47.508,40.879,1990,38.254,4.921,137.821,38.563,0.473,38.422,2199.55,37.949,2143.75,2110,2200,-17.837,0.688,28.006,0.174,5.4,-35.132,-35.662,47.492,40.298,2115,39.016,4.974,139.303,35.188,8.56,8.24,47.495,40.293,2115,38.971,4.977,139.391,36.75,-37.261,-36.725,47.497,40.671,2155,39.083,4.934,138.179,38.938,8.72,8.4,47.498,40.246,2155,38.985,4.987,139.674,40.5,-34.004,-35.182,47.501,42.047,2195,38.843,4.776,133.759,41.938,8.6,8.24,47.489,41.624,2195,38.764,4.811,134.748,43.063,0,28.006,0.169,5.401,PASS
T376,0,6.316,0,99.514,0,8.275,115.05,596.423,0,601.184,0,8.159,609.706,7.158,0,99.41,0,8.065,115.84,597.332,0,602.166,0,8.068,610.517,22.313,22.563,22.625,21.813,23.438,23.625,0.795,38.079,1995,37.283,1960.22,1930,1995,-15.207,0.721,28.009,0.176,5.399,-37.38,-33.388,47.494,43.223,1935,38.374,4.638,129.908,29.563,8.64,8.32,47.497,43.199,1935,38.345,4.645,130.093,31.375,-35.515,-30.599,47.502,43.963,1962.5,38.329,4.569,127.974,33.688,8.52,8.28,47.503,43.791,1962.5,38.269,4.588,128.51,35.188,-32.498,-29.387,47.508,45.272,1990,38.875,4.443,124.449,36.938,8.08,7.88,47.501,44.948,1990,38.834,4.468,125.138,38.188,0.327,38.964,2191,38.637,2119.45,2110,2200,-16.689,0.712,28.009,0.176,5.399,-32.78,-29.461,47.511,40.757,2115,40.442,4.938,138.322,34.938,8.84,8.6,47.493,40.947,2115,40.424,4.895,137.109,36.375,-32.419,-29.075,47.491,41.835,2155,40.363,4.789,134.129,38.438,8.24,8.08,47.489,41.448,2155,40.261,4.832,135.332,39.75,-32.485,-30.494,47.515,43.659,2195,39.87,4.614,129.238,41.438,7.56,7.4,47.504,43.417,2195,39.794,4.628,129.634,42.688,0,28.008,0.17,5.399,PASS
T377,0,1.119,0,100.313,0,8.22,109.652,600.12,0,602.38,0,8.065,610.785,0.806,0,100.03,0,8.129,109.132,597.755,0,601.103,0,8.077,609.389,21.813,21.625,22.188,22.688,23.063,23.125,1.418,40.328,1995,38.91,1930,1930,1995,-14.216,0.708,28.008,0.176,5.399,-35.964,-38.446,47.503,43.898,1935,39.472,4.577,128.186,27.5,8.2,7.88,47.488,43.759,1935,39.433,4.576,128.166,29.125,-37.941,-39.626,47.492,44.495,1962.5,39.839,4.504,126.156,30.938,8.32,8,47.493,44.249,1962.5,39.779,4.53,126.881,32.188,-35.41,-34.524,47.488,45.16,1990,40.482,4.434,124.182,33.688,8.08,7.8,47.505,45.114,1990,40.424,4.455,124.779,34.813,0.591,40.382,2192.8,39.792,2120.35,2110,2200,-15.92,0.702,28.008,0.176,5.399,-32.605,-35.214,47.503,41.473,2115,40.423,4.845,135.7,31.813,8.28,7.92,47.504,41.789,2115,40.424,4.809,134.693,33.25,-35.606,-37.521,47.512,42.169,2155,40.624,4.774,133.712,35.875,8.4,8.08,47.488,41.919,2155,40.544,4.777,133.783,37.063,-32.136,-39.128,47.494,42.954,2195,40.351,4.668,130.744,38.688,8.16,7.8,47.513,42.732,2195,40.292,4.713,132.002,40,0,28.008,0.171,5.399,PASS
